tilbakeføres,tilbake,0.6470588235294118
toppunktet,toppunktet,1.0
særaldersgrensen,særaldersgrensa,1.0
panda,panda,1.0
fanden,fanden,1.0
tokvam,tokvam,1.0
eierne,eigarane,0.9831081081081081
ungdomspartier,ungdomsparti,0.9375
ungdomspartiet,ungdomspartiet,0.9830508474576272
snøfokk,snøfokk,0.9795918367346939
spagaten,spagaten,1.0
bebyggelse,busetnad,0.9230769230769231
partikontoret,partikontoret,0.9583333333333334
usikkert,usikkert,0.613013698630137
omsorgstjenesten,omsorgstenesta,0.9746835443037974
snakk,snakk,0.9818976279650437
vinteren,vinteren,0.9838882921589689
treningene,treningane,1.0
selvmordsbomberne,sjølvmordsbombarane,0.9333333333333333
omsorgstjenester,omsorgstenester,0.953125
raiola,raiola,1.0
vassvik,vassvik,1.0
traktoropptog,traktoropptog,1.0
skattekrav,skattekrav,1.0
flagstad,flagstad,1.0
c-plattformen,c-plattforma,1.0
romfolk,romfolk,1.0
sprint-em,sprint-em,1.0
kyllinger,kyllingar,0.9459459459459459
master-,master-,1.0
virgil,virgil,1.0
virgin,virgin,1.0
